open,high,low,close,date,volume
0.183865,0.196436,0.17815,0.18892,2025-03-17,11877546.68400144
0.188845,0.199572,0.180229,0.187468,2025-03-21,8313226.427993058
0.187174,0.197906,0.179879,0.195513,2025-03-25,11657680.776601529
0.195492,0.199189,0.164486,0.170386,2025-03-29,10351444.166212717
0.170619,0.171476,0.152492,0.159418,2025-04-02,8657552.13060297
0.159163,0.159163,0.133695,0.138195,2025-04-06,5036541.200255644
0.138053,0.138063,0.105795,0.129924,2025-04-10,12851682.731896358
0.129986,0.134697,0.119641,0.121391,2025-04-14,5835845.840663567
0.121401,0.126532,0.117641,0.1201,2025-04-18,4960311.463249133
0.120154,0.152715,0.119522,0.147384,2025-04-22,15915021.338166881
0.146894,0.176199,0.144395,0.175193,2025-04-26,11963999.068075014
0.175423,0.201997,0.166614,0.180786,2025-04-30,26240777.441692453
0.180707,0.187292,0.153907,0.155346,2025-05-04,8051106.541667207
0.155217,0.155949,0.140916,0.147761,2025-05-08,6811180.759783475
0.14791,0.220819,0.14791,0.209569,2025-05-12,20106538.766915392
0.209328,0.229942,0.182206,0.185856,2025-05-16,16374153.174771313
0.186366,0.193736,0.167293,0.175418,2025-05-20,11755481.778594052
0.17561,0.211161,0.170718,0.181644,2025-05-24,24022888.88178492
0.181616,0.184437,0.165039,0.176179,2025-05-28,13409771.301284105
0.176498,0.18091,0.13453,0.144421,2025-06-01,12869590.200804863
0.144412,0.154024,0.137956,0.139086,2025-06-05,8454525.877887525
0.138903,0.143766,0.127829,0.140485,2025-06-09,8666447.651105683
0.140491,0.153734,0.128104,0.128818,2025-06-13,12122073.17799065
0.12871,0.135605,0.11765,0.126932,2025-06-17,15527770.026886692
0.126674,0.126674,0.110825,0.113661,2025-06-21,9142339.495157976
0.113662,0.115914,0.097027,0.112155,2025-06-25,9367924.958079202
0.112171,0.112747,0.105146,0.111982,2025-06-29,4914575.457218575
0.112056,0.119846,0.104224,0.117488,2025-07-03,13089069.94711164
0.117501,0.120116,0.105093,0.110497,2025-07-07,6630164.398431067
0.110464,0.134497,0.107376,0.133927,2025-07-11,17343908.416026544
0.134055,0.153642,0.132922,0.151909,2025-07-15,21213738.90071768
0.151526,0.167702,0.143456,0.149359,2025-07-19,21311658.614585184
0.149463,0.163234,0.139945,0.149775,2025-07-23,27782891.777893323
0.150444,0.151215,0.123922,0.134695,2025-07-27,10677550.305294497
0.134803,0.144673,0.124092,0.12904,2025-07-31,11389179.030252548
0.128922,0.134059,0.112139,0.118853,2025-08-04,5716112.716591493
0.11889,0.130512,0.114746,0.130512,2025-08-08,15058029.60863448
0.130097,0.140184,0.123823,0.124859,2025-08-12,13373644.95805372
0.124814,0.139905,0.118651,0.12205,2025-08-16,10606451.086429141
0.121945,0.130528,0.112959,0.112959,2025-08-20,10872074.002092443
0.11299,0.134414,0.111807,0.129699,2025-08-24,22079404.144564133
0.129945,0.132732,0.112904,0.128393,2025-08-28,26921901.214273907
0.129436,0.136064,0.117735,0.127205,2025-09-01,18592185.86698661
0.12654,0.138847,0.116528,0.117946,2025-09-05,11230884.967154197
0.118085,0.149033,0.118085,0.147758,2025-09-09,54859847.961694755
