open,high,low,close,date,volume
0.577627,0.585685,0.442505,0.455549,2025-05-24,71185701.7941178
0.451317,0.47754,0.369855,0.376139,2025-05-28,302870486.8086146
0.377417,0.397496,0.234957,0.248352,2025-06-01,106429672.1455827
0.248522,0.332091,0.243253,0.298954,2025-06-05,166948607.76064897
0.299327,0.308462,0.254123,0.255819,2025-06-09,155599556.0231888
0.255651,0.256939,0.204535,0.22023,2025-06-13,88568901.98897383
0.220603,0.224389,0.185051,0.201479,2025-06-17,23337654.866385728
0.199179,0.209532,0.184663,0.199393,2025-06-21,9288780.865887102
0.20051,0.270514,0.188662,0.269618,2025-06-25,29130355.54863678
0.268921,0.269064,0.22132,0.23669,2025-06-29,31345460.40110812
0.237687,0.251009,0.212749,0.248464,2025-07-03,16633167.65901309
0.248657,0.260396,0.130374,0.138712,2025-07-07,32326790.38468808
0.138563,0.16591,0.135487,0.156591,2025-07-11,8706017.036308734
0.157306,0.168105,0.138054,0.140172,2025-07-15,7443184.637563642
0.140273,0.153398,0.137829,0.143042,2025-07-19,4081237.045089179
0.143009,0.150361,0.140079,0.145534,2025-07-23,6768761.538681149
0.145628,0.148533,0.138461,0.145702,2025-07-27,4394730.751027275
0.145781,0.151976,0.141224,0.146812,2025-07-31,4646013.404199875
0.146741,0.159882,0.140698,0.149606,2025-08-04,3891836.5774613176
0.149422,0.188603,0.144992,0.183706,2025-08-08,11331406.326637538
0.184956,0.598656,0.181914,0.48423,2025-08-12,367686029.6375751
0.47049,0.534773,0.305954,0.317077,2025-08-16,39032528.09067746
0.316696,0.321963,0.258698,0.270413,2025-08-20,18934769.145668473
0.270217,0.32876,0.25305,0.256806,2025-08-24,14851059.957657484
0.257134,0.270754,0.234532,0.253699,2025-08-28,13619741.036473963
0.254557,0.263986,0.245305,0.24742,2025-09-01,5795360.9075317485
0.247434,0.28581,0.243951,0.283679,2025-09-05,11191394.851110935
0.28342,0.378531,0.275193,0.308543,2025-09-09,65553289.20115031
