ts,open,high,low,close,volume,date,ema50,ema200,atr14
1726099200000,120.34,123.96,120.33,123.04,15266.47950157,2024-09-12 00:00:00+00:00,123.04,123.04,
1726185600000,122.86,126.29,118.99,125.56,24529.73092044,2024-09-13 00:00:00+00:00,123.13882352941177,123.06507462686568,
1726272000000,125.58,126.24,122.54,123.78,12901.32356746,2024-09-14 00:00:00+00:00,123.16396770472896,123.07218831217051,
1726358400000,123.78,124.38,117.8,118.63,25644.79154718,2024-09-15 00:00:00+00:00,122.98616504964156,123.02798743344246,
1726444800000,118.64,118.95,116.0,118.07,23542.90974133,2024-09-16 00:00:00+00:00,122.7933742633811,122.97865422514951,
1726531200000,118.08,121.9,117.0,118.33,23113.55034175,2024-09-17 00:00:00+00:00,122.61833997854262,122.93239895922764,
1726617600000,118.28,120.93,114.45,120.87,36603.75812144,2024-09-18 00:00:00+00:00,122.5497776264429,122.91187757654876,
1726704000000,120.97,128.99,120.97,127.92,49258.39688653,2024-09-19 00:00:00+00:00,122.76037458226867,122.96170964046371,
1726790400000,127.96,136.35,126.51,131.32,50258.70828956,2024-09-20 00:00:00+00:00,123.09604616727775,123.04487670871781,
1726876800000,131.4,134.2,129.63,133.95,16725.10702823,2024-09-21 00:00:00+00:00,123.5216914156198,123.15338539818332,
1726963200000,133.9,134.2,126.61,129.57,26797.97100359,2024-09-22 00:00:00+00:00,123.75887998755628,123.21723230964419,
1727049600000,129.62,133.43,127.66,130.29,26792.32730674,2024-09-23 00:00:00+00:00,124.01500234098545,123.28760810755819,
1727136000000,130.33,137.66,128.93,136.27,39537.11688711,2024-09-24 00:00:00+00:00,124.49559048447621,123.41678613633871,
1727222400000,136.47,137.38,132.44,132.94,22512.40050315,2024-09-25 00:00:00+00:00,124.82674379881048,123.51154448324083,6.078571428571427
1727308800000,132.97,141.42,131.7,139.24,42034.04121502,2024-09-26 00:00:00+00:00,125.39196953219047,123.66804652818371,6.513571428571427
1727395200000,139.2,144.3,137.95,141.22,35632.20345738,2024-09-27 00:00:00+00:00,126.01267660935947,123.84269283138586,6.445714285714286
1727481600000,141.26,142.62,138.96,140.39,12415.3125483,2024-09-28 00:00:00+00:00,126.576493212914,124.00734265395914,6.442857142857143
1727568000000,140.45,144.84,138.97,142.0,16549.22344821,2024-09-29 00:00:00+00:00,127.18133661632913,124.18637407033766,6.392142857142858
1727654400000,141.91,142.79,136.33,137.08,23782.16178477,2024-09-30 00:00:00+00:00,127.56951949412016,124.31466885570744,6.6428571428571415
1727740800000,136.95,141.86,128.5,131.29,48976.51545144,2024-10-01 00:00:00+00:00,127.71542069042917,124.38407513575017,7.247142857142856
1727827200000,131.14,134.5,125.54,127.09,44759.75239781,2024-10-02 00:00:00+00:00,127.69089438884372,124.4109997612651,7.4242857142857135
1727913600000,126.95,129.48,120.85,124.03,30514.66012462,2024-10-03 00:00:00+00:00,127.54732990300671,124.40720871886445,7.460714285714284
1728000000000,123.98,131.74,123.28,130.4,26534.16681094,2024-10-04 00:00:00+00:00,127.65919931857508,124.46683848285586,7.362142857142857
1728086400000,130.48,132.0,128.42,129.83,6979.70389484,2024-10-05 00:00:00+00:00,127.74432875706233,124.52020327407124,7.291428571428573
1728172800000,129.84,133.66,129.31,133.42,11526.96943314,2024-10-06 00:00:00+00:00,127.96690409992264,124.60875846537402,7.060000000000001
1728259200000,133.47,138.83,130.8,131.17,40944.72088469,2024-10-07 00:00:00+00:00,128.09251570384725,124.67404445079319,7.221428571428572
1728345600000,131.19,132.53,128.77,130.72,19706.38850123,2024-10-08 00:00:00+00:00,128.19555430369638,124.73420321247684,6.866428571428572
1728432000000,130.69,132.31,126.72,127.36,15210.92812718,2024-10-09 00:00:00+00:00,128.1627874682573,124.76033054369599,6.912857142857144
1728518400000,127.31,128.65,124.01,127.08,16853.06062951,2024-10-10 00:00:00+00:00,128.12032521460014,124.78341183181841,6.550000000000002
1728604800000,127.08,133.87,126.88,132.94,23173.47756621,2024-10-11 00:00:00+00:00,128.30933206892956,124.86457191309385,6.595714285714286
1728691200000,133.03,134.5,132.35,133.7,11518.60454834,2024-10-12 00:00:00+00:00,128.52073081132448,124.95248662042626,6.487857142857144
1728777600000,133.7,135.96,131.89,135.14,13456.63292003,2024-10-13 00:00:00+00:00,128.78030999519413,125.05385491276033,6.359285714285717
1728864000000,135.17,144.64,134.48,144.18,57078.84315594,2024-10-14 00:00:00+00:00,129.3842194071473,125.24416481412591,6.623571428571432
1728950400000,144.21,146.0,138.03,142.03,36360.61655849,2024-10-15 00:00:00+00:00,129.8801323715729,125.41118804980626,6.238571428571431
1729036800000,142.05,145.38,140.51,142.01,22831.02149322,2024-10-16 00:00:00+00:00,130.35581345504065,125.57635035776839,5.946428571428575
1729123200000,142.18,143.19,136.32,138.81,21018.07067893,2024-10-17 00:00:00+00:00,130.68735018229395,125.70802846366125,5.820714285714289
1729209600000,138.8,144.05,138.09,142.57,26203.48204074,2024-10-18 00:00:00+00:00,131.15333644965497,125.87580927496812,5.6421428571428605
1729296000000,142.6,146.85,141.49,146.75,21539.35457282,2024-10-19 00:00:00+00:00,131.76497031437438,126.08351266526695,5.769285714285716
1729382400000,146.72,154.21,144.67,153.4,32322.60679365,2024-10-20 00:00:00+00:00,132.6134028510656,126.35531850939365,6.140000000000003
1729468800000,153.76,157.69,148.58,153.51,46034.53576041,2024-10-21 00:00:00+00:00,133.432877249063,126.62551434512109,6.21714285714286
1729555200000,153.52,157.99,150.66,154.84,26769.9050827,2024-10-22 00:00:00+00:00,134.2723722589037,126.90625549591591,6.472142857142861
1729641600000,154.97,161.25,152.0,158.53,42608.90786656,2024-10-23 00:00:00+00:00,135.22365177816238,127.22091962033467,6.733571428571432
1729728000000,158.32,165.36,158.11,163.62,43605.2136396,2024-10-24 00:00:00+00:00,136.3372340613717,127.58309952460995,6.9200000000000035
1729814400000,163.6,163.85,147.63,152.8,48704.2005342,2024-10-25 00:00:00+00:00,136.98283272563165,127.83401395720091,7.579285714285717
1729900800000,152.8,160.39,150.51,158.24,19428.03275347,2024-10-26 00:00:00+00:00,137.81644712854808,128.13656108200487,8.131428571428573
1729987200000,158.24,164.71,157.73,163.46,19726.4512171,2024-10-27 00:00:00+00:00,138.82207665291875,128.48803808616404,8.339285714285717
1730073600000,163.33,165.89,159.46,164.57,39698.77374882,2024-10-28 00:00:00+00:00,139.83179913711803,128.84706258281912,8.072857142857144
1730160000000,164.6,169.68,163.0,165.63,57342.12684987,2024-10-29 00:00:00+00:00,140.8434932886036,129.2130619601045,7.980714285714287
1730246400000,165.66,167.46,159.37,161.14,23019.14786375,2024-10-30 00:00:00+00:00,141.63943472826622,129.53074293562585,8.210714285714287
1730332800000,161.06,162.5,154.0,154.92,22056.68179357,2024-10-31 00:00:00+00:00,142.16024120951067,129.78337235915197,8.327142857142858
1730419200000,154.88,160.19,150.86,153.57,31148.466658,2024-11-01 00:00:00+00:00,142.60768273070636,130.02005522124998,8.567857142857141
1730505600000,153.42,155.57,149.87,153.44,17603.17244755,2024-11-02 00:00:00+00:00,143.03247948636496,130.25308949765545,8.592142857142857
1730592000000,153.59,153.94,145.8,149.64,31319.3471255,2024-11-03 00:00:00+00:00,143.29159793788008,130.44599407976833,8.492142857142854
1730678400000,149.64,151.48,141.78,145.24,42075.74249046,2024-11-04 00:00:00+00:00,143.3680058618848,130.5931981187756,8.534285714285712
1730764800000,145.24,155.0,144.29,152.51,50582.05718499,2024-11-05 00:00:00+00:00,143.72651543592852,130.81127574943457,8.775714285714283
1730851200000,152.51,176.96,152.46,173.8,148229.775708,2024-11-06 00:00:00+00:00,144.90586777177447,131.2390242494402,9.864999999999997
1730937600000,173.79,183.2,172.34,181.85,58437.84624233,2024-11-07 00:00:00+00:00,146.35465727092057,131.74261604795325,10.12285714285714
1731024000000,181.85,190.84,181.69,186.66,76448.43727608,2024-11-08 00:00:00+00:00,147.93525894657074,132.2890576793169,9.617857142857138
1731110400000,186.66,189.88,182.09,186.64,39076.63377766,2024-11-09 00:00:00+00:00,149.45309192905816,132.8298630755426,9.468571428571424
1731196800000,186.61,201.05,184.46,195.72,118055.82030321,2024-11-10 00:00:00+00:00,151.26748048085983,133.45563558225362,10.154999999999996
1731283200000,195.72,207.98,190.5,206.21,88234.5813807,2024-11-11 00:00:00+00:00,153.42208908945358,134.1795596063108,10.94428571428571
1731369600000,205.99,210.0,191.01,198.53,97233.49768346,2024-11-12 00:00:00+00:00,155.1910267722201,134.81986249580024,11.823571428571425
1731456000000,198.45,207.92,188.5,203.48,99174.9546718,2024-11-13 00:00:00+00:00,157.08471199683893,135.50304794360324,12.632857142857137
1731542400000,203.34,211.11,196.5,198.96,74028.29533071,2024-11-14 00:00:00+00:00,158.72688015382565,136.13446040187586,13.06928571428571
1731628800000,199.04,208.75,194.23,206.84,46501.52202932,2024-11-15 00:00:00+00:00,160.61366916740113,136.83799810931987,13.439999999999998
1731715200000,207.01,209.95,202.14,204.13,38924.09109559,2024-11-16 00:00:00+00:00,162.3201919451501,137.5075702674361,13.590714285714284
1731801600000,204.1,228.5,201.0,224.91,94832.35825334,2024-11-17 00:00:00+00:00,164.77469422181088,138.37724618517305,14.973571428571429
1731888000000,225.03,235.0,220.5,226.4,73103.29041978,2024-11-18 00:00:00+00:00,167.19137287977907,139.253094481838,15.316428571428572
1731974400000,226.41,234.28,220.69,224.26,48441.9180468,2024-11-19 00:00:00+00:00,169.42935825704262,140.09893433774013,15.522142857142857
1732060800000,224.3,229.74,218.0,222.82,43877.8060409,2024-11-20 00:00:00+00:00,171.52310891362922,140.92202951845914,14.610714285714286
1732147200000,222.86,247.15,218.05,244.3,105050.9826182,2024-11-21 00:00:00+00:00,174.3771046425065,141.95066604066352,15.91357142857143
1732233600000,244.11,251.16,240.7,246.36,79486.05937996,2024-11-22 00:00:00+00:00,177.19996328397684,142.98956488603005,16.00714285714286
1732320000000,246.26,252.12,241.55,243.54,54849.31076452,2024-11-23 00:00:00+00:00,179.80153335127187,143.99006672796008,16.205714285714286
1732406400000,243.56,248.16,230.12,241.06,66539.38421396,2024-11-24 00:00:00+00:00,182.20382616102592,144.95593671076648,16.309285714285714
1732492800000,241.05,244.87,220.06,224.01,73494.3806524,2024-11-25 00:00:00+00:00,183.84328395863275,145.74254430568425,16.832857142857144
1732579200000,224.03,228.9,211.0,219.84,90455.17164945,2024-11-26 00:00:00+00:00,185.25491988182364,146.4798324220456,16.755000000000003
1732665600000,219.58,230.45,217.24,229.29,39617.95501857,2024-11-27 00:00:00+00:00,186.98178576881097,147.30381418899043,16.31142857142857
1732752000000,229.29,232.6,220.88,225.0,25468.94833847,2024-11-28 00:00:00+00:00,188.47269613081838,148.07691056521938,16.105
1732838400000,225.05,235.9,224.0,230.1,33666.77589228,2024-11-29 00:00:00+00:00,190.1051394198059,148.89306070884905,15.917857142857143
1732924800000,230.13,231.91,224.5,224.6,19794.9607785,2024-11-30 00:00:00+00:00,191.45787905040177,149.64636358736797,15.889285714285714
1733011200000,224.64,226.76,221.18,224.4,29518.04685361,2024-12-01 00:00:00+00:00,192.7497269307782,150.3901808651056,14.323571428571427
1733097600000,224.5,226.07,210.0,214.94,85428.19669617,2024-12-02 00:00:00+00:00,193.6199337178065,151.03246762266673,14.435714285714283
1733184000000,214.95,228.0,204.35,222.84,64863.35081126,2024-12-03 00:00:00+00:00,194.7658186700494,151.74697043239144,15.154285714285711
1733270400000,222.67,228.97,213.64,217.84,54092.67280791,2024-12-04 00:00:00+00:00,195.6706885261259,152.40461251764128,15.410714285714283
1733356800000,217.84,232.0,212.07,223.25,78104.73656766,2024-12-05 00:00:00+00:00,196.75223015255233,153.10954174632147,14.755714285714285
1733443200000,223.25,233.5,218.47,224.11,50232.26339996,2024-12-06 00:00:00+00:00,197.82508387206008,153.8160139677511,15.082142857142856
1733529600000,224.27,230.18,222.0,225.1,35211.60357396,2024-12-07 00:00:00+00:00,198.89468842609693,154.5253073611068,14.911428571428571
1733616000000,225.13,228.15,220.88,224.13,29899.24476647,2024-12-08 00:00:00+00:00,199.88430848781863,155.21789136746395,14.142142857142858
1733702400000,224.17,224.39,193.11,205.7,101435.54828446,2024-12-09 00:00:00+00:00,200.11237482162966,155.72020090609615,14.604285714285712
1733788800000,205.7,209.38,193.11,203.1,62491.91522887,2024-12-10 00:00:00+00:00,200.22953659333047,156.19164169310017,14.48785714285714
1733875200000,203.09,219.8,201.15,216.34,59232.48266245,2024-12-11 00:00:00+00:00,200.8613194720234,156.79013282053202,14.876428571428571
1733961600000,216.37,223.39,214.75,216.65,42225.18466087,2024-12-12 00:00:00+00:00,201.480483414297,157.38575338948198,14.656428571428568
1734048000000,216.65,218.13,210.39,214.07,23920.00556868,2024-12-13 00:00:00+00:00,201.97418994706968,157.94977574381548,14.359285714285713
1734134400000,214.09,216.46,205.0,209.27,19958.86010797,2024-12-14 00:00:00+00:00,202.26030014522382,158.46042474138946,14.648571428571428
1734220800000,209.31,213.54,205.44,212.61,21831.57458603,2024-12-15 00:00:00+00:00,202.66617072776407,158.99922648525623,14.828571428571427
1734307200000,212.71,216.0,203.2,204.98,54809.29207068,2024-12-16 00:00:00+00:00,202.75690913059685,159.45674661973132,14.595
1734393600000,205.02,218.23,200.95,212.41,70177.35541918,2024-12-17 00:00:00+00:00,203.13546171371073,159.98364466331608,14.14
1734480000000,212.52,215.08,197.86,199.76,48713.12905565,2024-12-18 00:00:00+00:00,203.00309066611425,160.37942929353184,14.275
1734566400000,199.57,204.0,179.97,187.05,85458.83646061,2024-12-19 00:00:00+00:00,202.3774792674431,160.6448081065315,14.567857142857141
1734652800000,187.01,192.42,168.22,186.64,107322.2356469,2024-12-20 00:00:00+00:00,201.76032321773945,160.90346673233717,15.22285714285714
1734739200000,186.65,194.19,171.34,174.22,53211.6519576,2024-12-21 00:00:00+00:00,200.680310542534,161.0359695509209,16.270714285714284
1734825600000,174.27,180.3,170.1,172.99,35426.61286164,2024-12-22 00:00:00+00:00,199.59441601145423,161.15491512752865,16.479999999999997
1734912000000,172.95,185.79,169.2,182.64,54245.51620088,2024-12-23 00:00:00+00:00,198.9295369521815,161.3686970665582,15.430714285714286
1734998400000,182.65,191.31,178.82,189.45,36176.04272005,2024-12-24 00:00:00+00:00,198.55779040503714,161.64811301614472,15.160714285714288
1735084800000,189.44,193.95,187.74,189.86,19999.04751902,2024-12-25 00:00:00+00:00,198.21670058523176,161.9288283095164,14.272142857142857
1735171200000,189.91,191.96,179.01,180.7,33408.65750986,2024-12-26 00:00:00+00:00,197.5297711505168,162.11560613728244,14.580000000000002
1735257600000,180.66,186.43,175.27,176.51,26841.37072651,2024-12-27 00:00:00+00:00,196.70546639951613,162.2588339369115,14.824285714285717
1735344000000,176.57,187.54,176.24,187.18,10436.48622253,2024-12-28 00:00:00+00:00,196.33191869757434,162.50680573853427,14.812857142857142
1735430400000,187.18,188.98,180.46,181.87,18218.96694208,2024-12-29 00:00:00+00:00,195.76478463100278,162.69947433815085,14.842857142857142
1735516800000,181.83,188.69,178.85,183.59,31716.60166412,2024-12-30 00:00:00+00:00,195.28734209645364,162.90734026513445,14.63142857142857
1735603200000,183.67,192.0,180.54,182.56,39421.97497957,2024-12-31 00:00:00+00:00,194.78823064169075,163.1028891182177,14.215714285714284
1735689600000,182.56,188.2,181.51,187.32,20292.11407279,2025-01-01 00:00:00+00:00,194.49535885182053,163.34385539564835,13.463571428571427
1735776000000,187.32,203.71,186.59,202.54,42483.51097435,2025-01-02 00:00:00+00:00,194.81083497527854,163.73386678474637,12.969999999999999
1735862400000,202.58,213.56,200.14,211.45,50279.47472285,2025-01-03 00:00:00+00:00,195.4633512507578,164.20865417992303,12.200000000000001
1735948800000,211.48,211.61,207.32,210.24,14349.19545375,2025-01-04 00:00:00+00:00,196.0428276722967,164.66667752141635,10.874285714285717
1736035200000,210.25,212.43,205.38,207.03,16379.77276054,2025-01-05 00:00:00+00:00,196.47369717534391,165.0882031182182,10.649285714285716
1736121600000,207.09,214.77,205.31,210.28,35348.20628484,2025-01-06 00:00:00+00:00,197.01512081552653,165.53787273893244,10.140000000000002
1736208000000,210.28,211.15,195.34,195.59,36521.39274489,2025-01-07 00:00:00+00:00,196.95923372472157,165.83689888083362,10.377142857142859
1736294400000,195.6,196.48,183.01,191.75,54978.88023686,2025-01-08 00:00:00+00:00,196.7549500492423,166.09474068301438,10.89571428571429
